age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
38,Private,174008,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,5,0,50,Puerto-Rico,1
30,Private,208891,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,23,0,40,United-States,1
25,Private,124851,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,15,0,58,United-States,0
40,Private,243023,Assoc-acdm,3,Divorced,Other-service,Not-in-family,White,Female,20,-1,45,Hong,0
28,State-gov,164354,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,26,1,57,United-States,1
26,Private,366181,Prof-school,15,Never-married,Tech-support,Not-in-family,White,Male,9,1,60,United-States,0
51,Private,181545,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,6,0,40,United-States,0
23,Private,106915,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,19,0,40,United-States,0
28,Private,130832,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,29,0,30,United-States,0
36,Self-emp-not-inc,118566,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,15,0,40,Japan,0
31,Private,237442,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,16,0,50,United-States,0
40,Private,198473,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,20,1,18,United-States,0
51,Private,110110,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,46,0,50,Canada,1
49,Private,118276,10th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,16,0,40,United-States,0
58,Private,200599,7th-8th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,40,Iran,0
36,Federal-gov,163236,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,9,0,56,United-States,1
49,Private,178944,Some-college,10,Separated,Transport-moving,Unmarried,Black,Male,41,0,40,Portugal,1
48,Federal-gov,282522,Masters,14,Divorced,Prof-specialty,Wife,White,Female,23,0,51,United-States,0
27,?,225618,Some-college,10,Never-married,?,Own-child,White,Female,15,0,40,?,0
18,Private,306873,Some-college,10,Never-married,Sales,Own-child,White,Male,3,0,23,United-States,0
36,Private,212071,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,-1,0,40,United-States,0
46,Private,122311,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,27,0,44,United-States,1
30,Private,298072,Some-college,10,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,22,0,30,United-States,0
32,Private,228023,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,23,0,43,United-States,0
34,Private,199327,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Female,4,0,40,United-States,0
42,Private,192423,Some-college,10,Divorced,Sales,Not-in-family,White,Male,14,0,49,United-States,0
34,Private,213520,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-13,0,40,United-States,0
34,Local-gov,266802,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,-6,1,40,United-States,0
34,Private,145955,Bachelors,13,Never-married,Handlers-cleaners,Husband,White,Male,24,0,40,United-States,0
35,Private,201459,HS-grad,9,Widowed,Craft-repair,Husband,White,Male,15,0,40,Canada,0
40,Self-emp-not-inc,115706,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,17,-1,30,United-States,0
28,Private,213627,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-4,0,44,United-States,0
40,Self-emp-inc,158384,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4156,0,72,United-States,1
70,Self-emp-not-inc,98799,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,29,0,61,United-States,1
19,?,292229,11th,7,Married-civ-spouse,?,Other-relative,White,Male,-32,0,8,United-States,0
41,Private,280748,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,Black,Female,21,1780,40,Hong,0
18,Private,190234,HS-grad,9,Never-married,Other-service,Own-child,White,Male,-13,-1,40,United-States,0
21,?,206186,11th,6,Never-married,?,Not-in-family,White,Male,13,0,40,Honduras,0
48,Self-emp-not-inc,145052,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Female,21,0,31,United-States,0
27,Private,228101,12th,8,Divorced,Other-service,Unmarried,Black,Male,4186,-1,40,United-States,0
32,Private,131640,10th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,33,0,66,United-States,0
19,?,498312,HS-grad,9,Never-married,?,Own-child,Black,Female,12,-1,40,United-States,0
27,State-gov,234633,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,16,1,51,United-States,0
32,Local-gov,361569,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Wife,Black,Male,11,0,36,United-States,0
24,Self-emp-inc,205385,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,-7,0,40,United-States,0
54,Self-emp-not-inc,203393,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7,1,40,United-States,0
71,?,192676,Assoc-acdm,13,Married-civ-spouse,?,Husband,White,Male,31,0,40,United-States,0
32,Private,265735,12th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,1,63,United-States,0
49,Private,138122,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,2,-1,40,Ecuador,0
41,Self-emp-inc,133108,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,19,1,67,United-States,1
31,Private,171141,10th,10,Never-married,Prof-specialty,Not-in-family,White,Male,15,0,40,United-States,0
58,Private,182446,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,-7,1,40,United-States,1
58,Self-emp-inc,205073,Masters,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,55,United-States,1
33,Private,216102,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,34,0,68,United-States,0
61,Private,157843,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,1,50,United-States,1
50,Private,99117,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,18,0,40,United-States,0
58,Private,195684,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,28,0,40,United-States,0
23,?,265340,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,8,1,40,United-States,0
27,Private,246286,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,22,-1,40,?,1
31,State-gov,289011,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,-3,0,40,United-States,0
40,Local-gov,214436,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,-7,-1,40,United-States,0
15,Private,208845,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,27,1,31,United-States,0
34,Local-gov,207095,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,21,0,34,United-States,0
22,Private,111999,7th-8th,14,Never-married,Farming-fishing,Not-in-family,White,Male,26,0,71,United-States,0
57,Private,210099,7th-8th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,0,40,Mexico,0
54,Private,402877,Some-college,4,Never-married,Craft-repair,Not-in-family,Black,Male,8,0,40,United-States,0
32,Local-gov,216586,11th,3,Never-married,Other-service,Other-relative,Black,Female,20,-1,40,United-States,0
38,Federal-gov,138780,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,35,0,40,United-States,0
45,State-gov,335134,Bachelors,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,30,1,40,Taiwan,0
61,Private,111027,HS-grad,13,Widowed,?,Not-in-family,White,Female,10,0,40,United-States,0
36,Private,117207,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,51,United-States,0
42,State-gov,99594,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,2132,40,United-States,0
39,Federal-gov,283000,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,33,1753,40,United-States,1
28,Private,200012,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,4,0,40,United-States,0
40,State-gov,122224,Doctorate,15,Married-civ-spouse,Protective-serv,Husband,White,Male,34,0,40,United-States,0
27,Private,229604,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,17,0,40,United-States,0
21,Private,109213,Masters,15,Never-married,Adm-clerical,Own-child,White,Female,19,1,49,United-States,0
22,Private,237548,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,29,0,40,United-States,0
51,Private,153133,10th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-18,0,40,Mexico,0
32,Private,478734,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,2,-1,40,Mexico,0
54,Local-gov,145858,Masters,14,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,40,United-States,1
23,Self-emp-not-inc,213315,Some-college,10,Never-married,Sales,Not-in-family,White,Male,31,1,50,United-States,0
40,Private,156666,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,14,0,21,United-States,0
18,?,179513,11th,7,Never-married,?,Own-child,White,Male,16,0,18,United-States,0
53,Private,109096,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,9,0,58,United-States,0
29,?,228555,HS-grad,9,Married-civ-spouse,?,Not-in-family,Other,Female,-2,0,40,Jamaica,0
38,Private,187432,10th,6,Married-spouse-absent,Other-service,Unmarried,Other,Female,18,-1,45,United-States,0
48,Private,175393,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Female,32,0,50,United-States,0
52,Private,204350,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,3,1,50,Taiwan,0
33,Private,267137,Some-college,10,Never-married,Sales,Husband,White,Male,20,0,69,United-States,0
23,?,366132,11th,7,Never-married,?,Other-relative,Black,Female,4,0,40,United-States,0
16,Private,111575,11th,7,Never-married,Other-service,Own-child,White,Male,23,0,30,United-States,0
29,State-gov,172535,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,18,1,60,United-States,0
32,Private,127291,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,6,1,58,United-States,0
47,Federal-gov,227746,Some-college,10,Never-married,Adm-clerical,Unmarried,Other,Male,-7,0,40,United-States,1
53,Private,222433,Preschool,2,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,30,0,40,Mexico,0
28,?,216427,HS-grad,9,Never-married,?,Own-child,White,Male,-1,-1,18,?,0
46,Federal-gov,199492,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7783,2,40,United-States,1
79,Private,112563,Assoc-acdm,4,Married-civ-spouse,Prof-specialty,Husband,Other,Male,6,0,69,Philippines,0
30,Private,206151,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,5,0,38,United-States,0
26,Private,157505,12th,8,Never-married,Other-service,Own-child,Black,Male,21,-1,30,United-States,0
53,Private,131539,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,4367,0,40,United-States,0
18,Private,280103,11th,7,Never-married,Other-service,Not-in-family,White,Female,39,-1,30,United-States,0
32,Federal-gov,140151,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,7,0,40,United-States,0
58,Private,169627,Preschool,2,Never-married,Craft-repair,Unmarried,White,Female,4711,1,23,United-States,0
59,Private,419711,HS-grad,9,Divorced,Tech-support,Not-in-family,Black,Female,27,1,30,United-States,0
41,State-gov,109736,10th,10,Married-civ-spouse,Other-service,Husband,White,Male,1,1873,40,United-States,0
49,Private,185851,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,5,1867,51,United-States,0
46,Self-emp-not-inc,136702,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,19,1,50,Scotland,1
52,Private,217066,10th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,0,40,United-States,0
23,Private,137964,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,2,0,30,Cuba,0
25,Private,165857,1st-4th,4,Married-civ-spouse,Adm-clerical,Husband,White,Female,4,0,40,El-Salvador,0
43,Federal-gov,44022,Doctorate,15,Never-married,Prof-specialty,Not-in-family,White,Male,7,0,50,United-States,0
31,?,331939,Assoc-acdm,13,Married-civ-spouse,Protective-serv,Husband,White,Male,15,-1,40,United-States,0
25,State-gov,311862,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,3927,1837,40,United-States,0
32,Federal-gov,480942,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Male,15058,1851,40,?,1
55,Private,227873,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,20,0,40,United-States,0
19,Never-worked,104381,10th,6,Never-married,?,Own-child,White,Female,26,0,40,United-States,0
77,Self-emp-not-inc,62691,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,10,0,50,Honduras,0
30,Private,210142,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,40,United-States,0
44,Private,322350,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,20,-1,40,United-States,0
30,State-gov,214980,1st-4th,7,Never-married,?,Own-child,White,Male,25,1800,30,United-States,0
29,Private,115685,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,4479,0,49,Ecuador,0
41,Private,145974,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,-1,0,40,Vietnam,0
51,Private,240297,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,-1,-1,51,Iran,0
39,Private,145273,10th,7,Divorced,Craft-repair,Not-in-family,White,Male,5,0,58,United-States,0
39,Private,89651,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,16,0,40,United-States,0
21,Private,118260,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,30,1,40,United-States,0
47,Private,263757,Doctorate,15,Married-civ-spouse,Other-service,Wife,White,Female,6,0,50,United-States,0
23,Private,201634,HS-grad,9,Never-married,Sales,Own-child,White,Female,26,0,30,United-States,0
23,Private,219459,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,-1,24,Mexico,0
33,State-gov,168796,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,36,0,40,United-States,0
54,Private,217422,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-29,1,55,United-States,0
46,Private,178626,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,55,2,62,United-States,1
34,Federal-gov,216184,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,-10,0,40,United-States,0
24,?,189361,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,32,0,40,United-States,0
56,Private,323541,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,43,0,40,United-States,0
22,Private,140786,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,7515,0,40,United-States,0
41,Self-emp-inc,342828,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,29,0,61,?,1
30,Private,220781,Prof-school,16,Never-married,Prof-specialty,Not-in-family,White,Male,9,1,60,?,0
60,Self-emp-inc,206447,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,26,1,56,United-States,1
38,Private,227341,HS-grad,9,Never-married,Other-service,Own-child,White,Female,7,0,20,United-States,0
45,Self-emp-not-inc,236383,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,15,-1,40,United-States,0
49,Private,206995,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Other,Female,22,0,40,?,0
19,?,194772,Some-college,10,Never-married,?,Husband,White,Female,28,-1,16,?,0
33,Private,179043,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,16,1,50,United-States,0
26,Private,227312,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Female,16,0,63,United-States,0
45,Self-emp-not-inc,246680,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,1,40,United-States,0
41,Private,215604,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Female,15,1,40,United-States,0
42,Private,229757,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,5,0,46,United-States,0
27,Private,318572,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,1,58,United-States,1
20,?,248869,10th,5,Married-civ-spouse,?,Husband,White,Female,4322,0,40,Honduras,0
33,Private,183612,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,-17,0,40,United-States,0
61,Private,214713,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,-22,-1,40,Ireland,0
55,Private,263461,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,-4,0,40,United-States,0
24,Private,217650,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,26,0,36,El-Salvador,0
37,Local-gov,204822,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,30,0,50,United-States,1
30,Private,219158,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,46,-1,40,United-States,0
24,Private,150765,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,25,-1,49,United-States,0
31,Private,297219,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,11,0,40,United-States,0
28,Private,192852,5th-6th,2,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4423,0,40,Mexico,0
71,Private,90169,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,14,-1,22,?,0
52,Private,272519,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,3,1,60,United-States,1
21,Private,181993,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,-3,0,40,United-States,0
36,Self-emp-not-inc,112111,Bachelors,13,Widowed,Sales,Not-in-family,White,Female,27,-1,25,United-States,0
78,Self-emp-not-inc,418293,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,51,0,40,United-States,1
53,Self-emp-not-inc,233011,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15383,0,60,?,1
45,Private,187524,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,-16,0,40,?,0
45,Private,279340,10th,7,Never-married,Craft-repair,Unmarried,Black,Female,26,0,40,United-States,0
17,Private,44577,11th,7,Never-married,Sales,Own-child,White,Female,2,0,21,United-States,0
60,Private,226743,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,23,-1,40,United-States,0
19,?,201103,Some-college,10,Never-married,?,Own-child,White,Female,-4,0,30,United-States,0
59,Private,224881,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,14,0,40,Laos,0
55,Private,112280,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4363,0,40,United-States,0
53,Private,103526,HS-grad,9,Divorced,Craft-repair,Other-relative,Other,Female,8,-1,40,Dominican-Republic,0
47,?,285721,10th,6,Married-civ-spouse,?,Husband,White,Male,-5,0,40,Columbia,0
32,Private,192289,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,-2,0,40,United-States,0
